id,question,sparql_gold,sparql_wrong,error_types,sub_error_types,prompt,raw_json,valid_generation,issue,classification_raw_json,classification_issue
q248,Which university did Angela Merkel attend?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?university WHERE { res:Angela_Merkel dbo:almaMater ?university },PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?university WHERE res:Angela_Merkel dbo:almaMater ?university },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q248"",
  ""question"": ""Which university did Angela Merkel attend?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?university WHERE { res:Angela_Merkel dbo:almaMater ?university }""
}

Output format:
{
  ""id"": ""q248"",
  ""question"": ""Which university did Angela Merkel attend?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?university WHERE { res:Angela_Merkel dbo:almaMater ?university }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q248"",
  ""question"": ""Which university did Angela Merkel attend?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?university WHERE res:Angela_Merkel dbo:almaMater ?university }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?university WHERE { res:Angela_Merkel dbo:almaMater ?university }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q248"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
q278,how big is the total area of North Rhine- Westphalia?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea },PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q278"",
  ""question"": ""how big is the total area of North Rhine- Westphalia?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea }""
}

Output format:
{
  ""id"": ""q278"",
  ""question"": ""how big is the total area of North Rhine- Westphalia?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q278"",
  ""question"": ""how big is the total area of North Rhine- Westphalia?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q278"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
q287,How tall is Claudia Schiffer?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE { res:Claudia_Schiffer dbo:height ?height },PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE res:Claudia_Schiffer dbo:height ?height },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q287"",
  ""question"": ""How tall is Claudia Schiffer?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE { res:Claudia_Schiffer dbo:height ?height }""
}

Output format:
{
  ""id"": ""q287"",
  ""question"": ""How tall is Claudia Schiffer?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE { res:Claudia_Schiffer dbo:height ?height }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q287"",
  ""question"": ""How tall is Claudia Schiffer?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE res:Claudia_Schiffer dbo:height ?height }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE { res:Claudia_Schiffer dbo:height ?height }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q287"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
q288,how much is the population densty rank of germany?,PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?rank WHERE { dbr:Germany dbp:populationDensityRank ?rank },PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?rank WHERE dbr:Germany dbp:populationDensityRank ?rank },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q288"",
  ""question"": ""how much is the population densty rank of germany?"",
  ""sparql_gold"": ""PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?rank WHERE { dbr:Germany dbp:populationDensityRank ?rank }""
}

Output format:
{
  ""id"": ""q288"",
  ""question"": ""how much is the population densty rank of germany?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?rank WHERE { dbr:Germany dbp:populationDensityRank ?rank }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q288"",
  ""question"": ""how much is the population densty rank of germany?"",
  ""sparql_wrong"": ""PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?rank WHERE dbr:Germany dbp:populationDensityRank ?rank }"",
  ""sparql_gold"": ""PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?rank WHERE { dbr:Germany dbp:populationDensityRank ?rank }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q288"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
q290,List all games by GMT.,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:publisher res:GMT_Games },PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE ?uri dbo:publisher res:GMT_Games },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q290"",
  ""question"": ""List all games by GMT."",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:publisher res:GMT_Games }""
}

Output format:
{
  ""id"": ""q290"",
  ""question"": ""List all games by GMT."",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:publisher res:GMT_Games }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q290"",
  ""question"": ""List all games by GMT."",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE ?uri dbo:publisher res:GMT_Games }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:publisher res:GMT_Games }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q290"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
q304,How high is the Yokohama Marine Tower?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { res:Yokohama_Marine_Tower dbo:height ?num },PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE res:Yokohama_Marine_Tower dbo:height ?num },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q304"",
  ""question"": ""How high is the Yokohama Marine Tower?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { res:Yokohama_Marine_Tower dbo:height ?num }""
}

Output format:
{
  ""id"": ""q304"",
  ""question"": ""How high is the Yokohama Marine Tower?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { res:Yokohama_Marine_Tower dbo:height ?num }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q304"",
  ""question"": ""How high is the Yokohama Marine Tower?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE res:Yokohama_Marine_Tower dbo:height ?num }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { res:Yokohama_Marine_Tower dbo:height ?num }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q304"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
q312,What country is Sitecore from?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Sitecore dbo:foundationPlace ?uri },PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE res:Sitecore dbo:foundationPlace ?uri },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q312"",
  ""question"": ""What country is Sitecore from?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Sitecore dbo:foundationPlace ?uri }""
}

Output format:
{
  ""id"": ""q312"",
  ""question"": ""What country is Sitecore from?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Sitecore dbo:foundationPlace ?uri }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q312"",
  ""question"": ""What country is Sitecore from?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE res:Sitecore dbo:foundationPlace ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Sitecore dbo:foundationPlace ?uri }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q312"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
q330,Who composed the music for Harold and Maude?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Harold_and_Maude dbo:musicComposer ?uri },PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE res:Harold_and_Maude dbo:musicComposer ?uri },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q330"",
  ""question"": ""Who composed the music for Harold and Maude?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Harold_and_Maude dbo:musicComposer ?uri }""
}

Output format:
{
  ""id"": ""q330"",
  ""question"": ""Who composed the music for Harold and Maude?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Harold_and_Maude dbo:musicComposer ?uri }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q330"",
  ""question"": ""Who composed the music for Harold and Maude?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE res:Harold_and_Maude dbo:musicComposer ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Harold_and_Maude dbo:musicComposer ?uri }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q330"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
q347,Show me all books in Asimov's Foundation series.,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:series res:Foundation_series },PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE ?uri dbo:series res:Foundation_series },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q347"",
  ""question"": ""Show me all books in Asimov's Foundation series."",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:series res:Foundation_series }""
}

Output format:
{
  ""id"": ""q347"",
  ""question"": ""Show me all books in Asimov's Foundation series."",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:series res:Foundation_series }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q347"",
  ""question"": ""Show me all books in Asimov's Foundation series."",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE ?uri dbo:series res:Foundation_series }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:series res:Foundation_series }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q347"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
q361,Did Socrates influence Aristotle?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Aristotle dbo:influencedBy res:Socrates },PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE res:Aristotle dbo:influencedBy res:Socrates },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q361"",
  ""question"": ""Did Socrates influence Aristotle?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Aristotle dbo:influencedBy res:Socrates }""
}

Output format:
{
  ""id"": ""q361"",
  ""question"": ""Did Socrates influence Aristotle?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Aristotle dbo:influencedBy res:Socrates }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q361"",
  ""question"": ""Did Socrates influence Aristotle?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE res:Aristotle dbo:influencedBy res:Socrates }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Aristotle dbo:influencedBy res:Socrates }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q361"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
q366,In which city does the Chile Route 68 end?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Chile_Route_68 dbo:routeEnd ?uri },PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE res:Chile_Route_68 dbo:routeEnd ?uri },['syntax'],['missing or mismatched braces'],"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- MUST derive from gold query with minimal modification
- MUST NOT be identical to gold query
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q366"",
  ""question"": ""In which city does the Chile Route 68 end?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Chile_Route_68 dbo:routeEnd ?uri }""
}

Output format:
{
  ""id"": ""q366"",
  ""question"": ""In which city does the Chile Route 68 end?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Chile_Route_68 dbo:routeEnd ?uri }"",
  ""error_types"": [""syntax""]
}
","{
  ""id"": ""q366"",
  ""question"": ""In which city does the Chile Route 68 end?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE res:Chile_Route_68 dbo:routeEnd ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Chile_Route_68 dbo:routeEnd ?uri }"",
  ""error_types"": [""syntax""]
}",yes,none,"{
  ""id"": ""q366"",
  ""sub_error_types"": [""missing or mismatched braces""]
}",none
