id,question,sparql_gold,assigned_error_type,prompt,sparql_wrong,error_types,raw_json,valid_generation,issue
q192,Who is the king of the Netherlands?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Netherlands dbo:leader ?uri . ?uri rdf:type dbo:Royalty },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q192"",
  ""question"": ""Who is the king of the Netherlands?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ res:Netherlands dbo:leader ?uri . ?uri rdf:type dbo:Royalty }}""
}

Output format:
{
  ""id"": ""q192"",
  ""question"": ""Who is the king of the Netherlands?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ res:Netherlands dbo:leader ?uri . ?uri rdf:type dbo:Royalty }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Netherlands dbo:leader ?uri . ?uri rdf:type dbo:Country },['semantic'],"{
  ""id"": ""q192"",
  ""question"": ""Who is the king of the Netherlands?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Netherlands dbo:leader ?uri . ?uri rdf:type dbo:Country }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ res:Netherlands dbo:leader ?uri . ?uri rdf:type dbo:Royalty }}"",
  ""error_types"": [""semantic""]
}",yes,none
q193,Is Cola a beverage?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { res:Cola rdf:type dbo:Beverage },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q193"",
  ""question"": ""Is Cola a beverage?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE {{ res:Cola rdf:type dbo:Beverage }}""
}

Output format:
{
  ""id"": ""q193"",
  ""question"": ""Is Cola a beverage?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE {{ res:Cola rdf:type dbo:Beverage }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { res:Cola rdf:type dbo:Automobile },['semantic'],"{
  ""id"": ""q193"",
  ""question"": ""Is Cola a beverage?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { res:Cola rdf:type dbo:Automobile }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE {{ res:Cola rdf:type dbo:Beverage }}"",
  ""error_types"": [""semantic""]
}",yes,none
q194,What is the alma mater of the chancellor of Germany Angela Merkel?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Almamater WHERE { dbr:Angela_Merkel dbo:almaMater ?Almamater },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q194"",
  ""question"": ""What is the alma mater of the chancellor of Germany Angela Merkel?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Almamater WHERE {{ dbr:Angela_Merkel dbo:almaMater ?Almamater }}""
}

Output format:
{
  ""id"": ""q194"",
  ""question"": ""What is the alma mater of the chancellor of Germany Angela Merkel?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Almamater WHERE {{ dbr:Angela_Merkel dbo:almaMater ?Almamater }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Almamater WHERE { dbr:Angela_Merkel dbo:birthPlace ?Almamater },['semantic'],"{
  ""id"": ""q194"",
  ""question"": ""What is the alma mater of the chancellor of Germany Angela Merkel?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Almamater WHERE { dbr:Angela_Merkel dbo:birthPlace ?Almamater }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Almamater WHERE {{ dbr:Angela_Merkel dbo:almaMater ?Almamater }}"",
  ""error_types"": [""semantic""]
}",yes,none
q195,Who wrote the book Les Piliers de la terre?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri },syntax,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q195"",
  ""question"": ""Who wrote the book Les Piliers de la terre?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:The_Pillars_of_the_Earth dbo:author ?uri }}""
}

Output format:
{
  ""id"": ""q195"",
  ""question"": ""Who wrote the book Les Piliers de la terre?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:The_Pillars_of_the_Earth dbo:author ?uri }}"",
  ""error_types"": [""syntax""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri ,['syntax'],"{
  ""id"": ""q195"",
  ""question"": ""Who wrote the book Les Piliers de la terre?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri "",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:The_Pillars_of_the_Earth dbo:author ?uri }}"",
  ""error_types"": [""syntax""]
}",yes,none
q196,Which airports does Yeti Airlines serve?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Yeti_Airlines dbo:targetAirport ?uri },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q196"",
  ""question"": ""Which airports does Yeti Airlines serve?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Yeti_Airlines dbo:targetAirport ?uri }}""
}

Output format:
{
  ""id"": ""q196"",
  ""question"": ""Which airports does Yeti Airlines serve?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Yeti_Airlines dbo:targetAirport ?uri }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Yeti_Airlines dbo:destination ?uri },['semantic'],"{
  ""id"": ""q196"",
  ""question"": ""Which airports does Yeti Airlines serve?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Yeti_Airlines dbo:destination ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Yeti_Airlines dbo:targetAirport ?uri }}"",
  ""error_types"": [""semantic""]
}",yes,none
q197,Where is the birthplace of Goethe?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Goethe WHERE { dbr:Johann_Wolfgang_von_Goethe dbo:birthPlace ?Goethe },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q197"",
  ""question"": ""Where is the birthplace of Goethe?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Goethe WHERE {{ dbr:Johann_Wolfgang_von_Goethe dbo:birthPlace ?Goethe }}""
}

Output format:
{
  ""id"": ""q197"",
  ""question"": ""Where is the birthplace of Goethe?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Goethe WHERE {{ dbr:Johann_Wolfgang_von_Goethe dbo:birthPlace ?Goethe }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Goethe WHERE { dbr:Johann_Wolfgang_von_Goethe dbo:deathPlace ?Goethe },['semantic'],"{
  ""id"": ""q197"",
  ""question"": ""Where is the birthplace of Goethe?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Goethe WHERE { dbr:Johann_Wolfgang_von_Goethe dbo:deathPlace ?Goethe }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Goethe WHERE {{ dbr:Johann_Wolfgang_von_Goethe dbo:birthPlace ?Goethe }}"",
  ""error_types"": [""semantic""]
}",yes,none
q198,Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q198"",
  ""question"": ""Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }}""
}

Output format:
{
  ""id"": ""q198"",
  ""question"": ""Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:birthDate ?y FILTER ( ?x < ?y ) },['semantic'],"{
  ""id"": ""q198"",
  ""question"": ""Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:birthDate ?y FILTER ( ?x < ?y ) }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }}"",
  ""error_types"": [""semantic""]
}",yes,none
q199,Which ingredients do I need for carrot cake?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Carrot_cake dbo:ingredient ?uri },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q199"",
  ""question"": ""Which ingredients do I need for carrot cake?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Carrot_cake dbo:ingredient ?uri }}""
}

Output format:
{
  ""id"": ""q199"",
  ""question"": ""Which ingredients do I need for carrot cake?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Carrot_cake dbo:ingredient ?uri }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Carrot_cake dbo:author ?uri },['semantic'],"{
  ""id"": ""q199"",
  ""question"": ""Which ingredients do I need for carrot cake?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Carrot_cake dbo:author ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Carrot_cake dbo:ingredient ?uri }}"",
  ""error_types"": [""semantic""]
}",yes,none
q200,Who created Wikipedia?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Wikipedia dbo:author ?uri },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q200"",
  ""question"": ""Who created Wikipedia?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Wikipedia dbo:author ?uri }}""
}

Output format:
{
  ""id"": ""q200"",
  ""question"": ""Who created Wikipedia?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Wikipedia dbo:author ?uri }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Wikipedia dbo:starring ?uri },['semantic'],"{
  ""id"": ""q200"",
  ""question"": ""Who created Wikipedia?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Wikipedia dbo:starring ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Wikipedia dbo:author ?uri }}"",
  ""error_types"": [""semantic""]
}",yes,none
q201,What is the highest mountain in Saxony Germany?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?m WHERE { ?m dbo:mountainRange dbr:Ore_Mountains ; dbo:elevation ?height } ORDER BY DESC(?height) LIMIT 1,semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q201"",
  ""question"": ""What is the highest mountain in Saxony Germany?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?m WHERE {{ ?m dbo:mountainRange dbr:Ore_Mountains ; dbo:elevation ?height }} ORDER BY DESC(?height) LIMIT 1""
}

Output format:
{
  ""id"": ""q201"",
  ""question"": ""What is the highest mountain in Saxony Germany?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?m WHERE {{ ?m dbo:mountainRange dbr:Ore_Mountains ; dbo:elevation ?height }} ORDER BY DESC(?height) LIMIT 1"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?m WHERE { ?m dbo:mountainRange dbr:Ore_Mountains ; dbo:populationTotal ?height } ORDER BY DESC(?height) LIMIT 1,['semantic'],"{
  ""id"": ""q201"",
  ""question"": ""What is the highest mountain in Saxony Germany?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?m WHERE { ?m dbo:mountainRange dbr:Ore_Mountains ; dbo:populationTotal ?height } ORDER BY DESC(?height) LIMIT 1"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?m WHERE {{ ?m dbo:mountainRange dbr:Ore_Mountains ; dbo:elevation ?height }} ORDER BY DESC(?height) LIMIT 1"",
  ""error_types"": [""semantic""]
}",yes,none
q202,Who is the current federal minister of finance in Germany?,PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q202"",
  ""question"": ""Who is the current federal minister of finance in Germany?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?leader WHERE {{ <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader }}""
}

Output format:
{
  ""id"": ""q202"",
  ""question"": ""Who is the current federal minister of finance in Germany?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?leader WHERE {{ <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:founder ?leader },['semantic'],"{
  ""id"": ""q202"",
  ""question"": ""Who is the current federal minister of finance in Germany?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:founder ?leader }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?leader WHERE {{ <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader }}"",
  ""error_types"": [""semantic""]
}",yes,none
